id,selection_tier,query_operator,same_operator_example_count,query_raw,answer,predicted_answer,reverse_spec_count,reverse_specs,decision_note
47c368d8,manual_audit_priority,!,2,29!56,851,851,3,!::x_plus_y_plus1__rev_in1_rev_out1::abs_plain|!::x_plus_y_plus1__rev_in1_rev_out1::plain|!::x_plus_y_plus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
f463ee16,manual_audit_priority,!,2,75!13,78,78,3,!::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|!::x_plus_y_minus1__rev_in1_rev_out1::plain|!::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
80d44fe3,manual_audit_priority,"""",3,"65""38",72,72,3,"""::max_mod_min__rev_in1_rev_out1::abs_plain|""::max_mod_min__rev_in1_rev_out1::plain|""::max_mod_min__rev_in1_rev_out1::prefix_if_negative",prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
95d8ff2c,manual_audit_priority,"""",3,"88""96",651,651,3,"""::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|""::x_plus_y_minus1__rev_in1_rev_out1::plain|""::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative",prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
744a2570,manual_audit_priority,"""",2,"87""38",5,5,3,"""::max_mod_min__rev_in1_rev_out1::abs_plain|""::max_mod_min__rev_in1_rev_out1::plain|""::max_mod_min__rev_in1_rev_out1::prefix_if_negative",prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
4d92de08,manual_audit_priority,#,1,15#81,819,819,3,#::x_mul_y__rev_in1_rev_out1::abs_plain|#::x_mul_y__rev_in1_rev_out1::plain|#::x_mul_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
9b9e024b,manual_audit_priority,#,1,23#29,421,421,3,#::x_plus_y__rev_in1_rev_out1::abs_plain|#::x_plus_y__rev_in1_rev_out1::plain|#::x_plus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
db4383f3,manual_audit_priority,$,1,01$75,175,175,3,$::x_mul_y_plus1__rev_in1_rev_out1::abs_plain|$::x_mul_y_plus1__rev_in1_rev_out1::plain|$::x_mul_y_plus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
d6a2e332,manual_audit_priority,%,3,11%62,582,582,3,%::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|%::x_mul_y_minus1__rev_in1_rev_out1::plain|%::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
a1523a63,manual_audit_priority,%,2,66%31,87,87,3,%::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|%::x_plus_y_minus1__rev_in1_rev_out1::plain|%::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
4d1ae327,manual_audit_priority,&,3,22&64,&42,&42,1,&::x_minus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
6da9eb9a,manual_audit_priority,&,2,36&47,2664,2664,3,&::x_mul_y__rev_in1_rev_out1::abs_plain|&::x_mul_y__rev_in1_rev_out1::plain|&::x_mul_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
26b716ed,manual_audit_priority,',3,03'23,36,36,3,'::x_plus_y_plus1__rev_in1_rev_out1::abs_plain|'::x_plus_y_plus1__rev_in1_rev_out1::plain|'::x_plus_y_plus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
412a209f,manual_audit_priority,',1,27'23,3032,3032,3,'::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|'::x_mul_y_minus1__rev_in1_rev_out1::plain|'::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
d9bedb64,manual_audit_priority,(,2,04(14,(1,(1,1,(::x_minus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
c2199ff2,manual_audit_priority,(,1,37(79,1807,1807,3,(::x_mul_y__rev_in1_rev_out1::abs_plain|(::x_mul_y__rev_in1_rev_out1::plain|(::x_mul_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
32815b79,manual_audit_priority,),2,34)62,96,96,3,)::x_plus_y__rev_in1_rev_out1::abs_plain|)::x_plus_y__rev_in1_rev_out1::plain|)::x_plus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
cd94ec17,manual_audit_priority,),1,75)79,451,451,3,)::x_plus_y__rev_in1_rev_out1::abs_plain|)::x_plus_y__rev_in1_rev_out1::plain|)::x_plus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
d204b9cc,manual_audit_priority,),1,75)57,231,231,3,)::x_plus_y__rev_in1_rev_out1::abs_plain|)::x_plus_y__rev_in1_rev_out1::plain|)::x_plus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
bc42e664,manual_audit_priority,*,3,47*75,71,71,1,*::x_minus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
e667f2d7,manual_audit_priority,*,3,73*33,*4,*4,3,*::abs_diff__rev_in1_rev_out1::prefix_always_abs|*::x_minus_y__rev_in1_rev_out1::prefix_always_abs|*::y_minus_x__rev_in1_rev_out1::prefix_always_abs,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
f6db706e,manual_audit_priority,*,3,94*54,4,4,1,*::x_minus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
49ac9daf,manual_audit_priority,*,1,64*52,27,27,3,*::x_plus_y_plus1__rev_in1_rev_out1::abs_plain|*::x_plus_y_plus1__rev_in1_rev_out1::plain|*::x_plus_y_plus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
614408ea,manual_audit_priority,*,1,15*33,38,38,3,*::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|*::x_plus_y_minus1__rev_in1_rev_out1::plain|*::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
8eac8f69,manual_audit_priority,+,2,21+94,885,885,3,+::x_mul_y__rev_in1_rev_out1::abs_plain|+::x_mul_y__rev_in1_rev_out1::plain|+::x_mul_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
155b4694,manual_audit_priority,+,1,92+77,2322,2322,3,+::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|+::x_mul_y_minus1__rev_in1_rev_out1::plain|+::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
3e42c4f9,manual_audit_priority,-,4,45-65,2,2,3,-::max_mod_min__rev_in1_rev_out1::abs_plain|-::max_mod_min__rev_in1_rev_out1::plain|-::max_mod_min__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
4245e455,manual_audit_priority,-,4,49-56,-92,-92,3,-::abs_diff__rev_in1_rev_out1::prefix_always_abs|-::x_minus_y__rev_in1_rev_out1::prefix_always_abs|-::y_minus_x__rev_in1_rev_out1::prefix_always_abs,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
852d16cb,manual_audit_priority,-,4,09-79,-7,-7,3,-::abs_diff__rev_in1_rev_out1::prefix_always_abs|-::x_minus_y__rev_in1_rev_out1::prefix_always_abs|-::y_minus_x__rev_in1_rev_out1::prefix_always_abs,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
c541eb82,manual_audit_priority,-,4,47-48,-01,-01,2,-::x_minus_y__rev_in1_rev_out1::plain|-::x_minus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
d78128b2,manual_audit_priority,-,4,73-21,52,52,2,-::x_minus_y__rev_in1_rev_out1::plain|-::x_minus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
42d4dcf7,manual_audit_priority,-,3,65-57,91,91,3,-::max_mod_min__rev_in1_rev_out1::abs_plain|-::max_mod_min__rev_in1_rev_out1::plain|-::max_mod_min__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
808a8f62,manual_audit_priority,-,3,35-72,62,62,7,-::abs_diff__rev_in1_rev_out1::abs_plain|-::abs_diff__rev_in1_rev_out1::plain|-::abs_diff__rev_in1_rev_out1::prefix_if_negative|-::x_minus_y__rev_in1_rev_out1::abs_plain|-::x_minus_y__rev_in1_rev_out1::plain|-::x_minus_y__rev_in1_rev_out1::prefix_if_negative|-::y_minus_x__rev_in1_rev_out1::abs_plain,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
97dee6aa,manual_audit_priority,-,3,74-03,71,71,3,-::max_mod_min__rev_in1_rev_out1::abs_plain|-::max_mod_min__rev_in1_rev_out1::plain|-::max_mod_min__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
b643d81f,manual_audit_priority,-,3,97-07,9,9,2,-::x_minus_y__rev_in1_rev_out1::plain|-::x_minus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
d8b3310a,manual_audit_priority,-,3,63-45,5491,5491,3,-::x_mul_y_plus1__rev_in1_rev_out1::abs_plain|-::x_mul_y_plus1__rev_in1_rev_out1::plain|-::x_mul_y_plus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
13ad7bce,manual_audit_priority,-,2,71-45,-73,-73,2,-::x_minus_y__rev_in1_rev_out1::plain|-::x_minus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
144a3e31,manual_audit_priority,-,2,51-91,582,582,3,-::x_mul_y__rev_in1_rev_out1::abs_plain|-::x_mul_y__rev_in1_rev_out1::plain|-::x_mul_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
333d93ec,manual_audit_priority,-,2,44-73,7,7,8,-::abs_diff__rev_in1_rev_out1::abs_plain|-::abs_diff__rev_in1_rev_out1::plain|-::abs_diff__rev_in1_rev_out1::prefix_if_negative|-::max_mod_min__rev_in1_rev_out1::abs_plain|-::max_mod_min__rev_in1_rev_out1::plain|-::max_mod_min__rev_in1_rev_out1::prefix_if_negative|-::x_minus_y__rev_in1_rev_out1::abs_plain|-::y_minus_x__rev_in1_rev_out1::abs_plain,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
45df54db,manual_audit_priority,-,2,56-91,64,64,5,-::abs_diff__rev_in1_rev_out1::abs_plain|-::abs_diff__rev_in1_rev_out1::plain|-::abs_diff__rev_in1_rev_out1::prefix_if_negative|-::x_minus_y__rev_in1_rev_out1::abs_plain|-::y_minus_x__rev_in1_rev_out1::abs_plain,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
4ff92c73,manual_audit_priority,-,2,75-38,62,62,9,-::abs_diff_2d__rev_in1_rev_out1::string_template|-::abs_diff__rev_in1_rev_out1::abs_plain|-::abs_diff__rev_in1_rev_out1::plain|-::abs_diff__rev_in1_rev_out1::prefix_if_negative|-::max_mod_min__rev_in1_rev_out1::abs_plain|-::max_mod_min__rev_in1_rev_out1::plain|-::max_mod_min__rev_in1_rev_out1::prefix_if_negative|-::x_minus_y__rev_in1_rev_out1::abs_plain|-::y_minus_x__rev_in1_rev_out1::abs_plain,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
9ff6e9d2,manual_audit_priority,-,2,65-54,11,11,14,-::abs_diff_2d__rev_in1_rev_out1::string_template|-::abs_diff__rev_in1_rev_out1::abs_plain|-::abs_diff__rev_in1_rev_out1::plain|-::abs_diff__rev_in1_rev_out1::prefix_if_negative|-::max_mod_min__rev_in1_rev_out1::abs_plain|-::max_mod_min__rev_in1_rev_out1::plain|-::max_mod_min__rev_in1_rev_out1::prefix_if_negative|-::x_minus_y__rev_in1_rev_out1::abs_plain|-::x_minus_y__rev_in1_rev_out1::plain|-::x_minus_y__rev_in1_rev_out1::prefix_if_negative|-::x_mod_y__rev_in1_rev_out1::abs_plain|-::x_mod_y__rev_in1_rev_out1::plain|-::x_mod_y__rev_in1_rev_out1::prefix_if_negative|-::y_minus_x__rev_in1_rev_out1::abs_plain,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
a7d582da,manual_audit_priority,-,2,92-41,51,51,2,-::x_minus_y__rev_in1_rev_out1::plain|-::x_minus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
c170f7d4,manual_audit_priority,-,2,01-16,-15,-15,2,-::x_minus_y__rev_in1_rev_out1::plain|-::x_minus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
c613082a,manual_audit_priority,-,2,78-47,31,31,2,-::x_minus_y__rev_in1_rev_out1::plain|-::x_minus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
3383d4ec,manual_audit_priority,-,1,39-72,66,66,8,-::abs_diff_2d__rev_in1_rev_out1::string_template|-::abs_diff__rev_in1_rev_out1::abs_plain|-::abs_diff__rev_in1_rev_out1::plain|-::abs_diff__rev_in1_rev_out1::prefix_if_negative|-::x_minus_y__rev_in1_rev_out1::abs_plain|-::x_minus_y__rev_in1_rev_out1::plain|-::x_minus_y__rev_in1_rev_out1::prefix_if_negative|-::y_minus_x__rev_in1_rev_out1::abs_plain,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
67f1bc8a,manual_audit_priority,-,1,77-61,1321,1321,3,-::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|-::x_mul_y_minus1__rev_in1_rev_out1::plain|-::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
8d652f91,manual_audit_priority,-,1,97-57,4,4,7,-::abs_diff__rev_in1_rev_out1::abs_plain|-::abs_diff__rev_in1_rev_out1::plain|-::abs_diff__rev_in1_rev_out1::prefix_if_negative|-::x_minus_y__rev_in1_rev_out1::abs_plain|-::x_minus_y__rev_in1_rev_out1::plain|-::x_minus_y__rev_in1_rev_out1::prefix_if_negative|-::y_minus_x__rev_in1_rev_out1::abs_plain,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
9fb854c3,manual_audit_priority,-,1,83-43,4,4,26,-::abs_diff__rev_in1_rev_out0::abs_plain|-::abs_diff__rev_in1_rev_out0::plain|-::abs_diff__rev_in1_rev_out0::prefix_if_negative|-::abs_diff__rev_in1_rev_out1::abs_plain|-::abs_diff__rev_in1_rev_out1::plain|-::abs_diff__rev_in1_rev_out1::prefix_if_negative|-::max_mod_min__rev_in1_rev_out0::abs_plain|-::max_mod_min__rev_in1_rev_out0::plain|-::max_mod_min__rev_in1_rev_out0::prefix_if_negative|-::max_mod_min__rev_in1_rev_out1::abs_plain|-::max_mod_min__rev_in1_rev_out1::plain|-::max_mod_min__rev_in1_rev_out1::prefix_if_negative|-::x_minus_y__rev_in1_rev_out0::abs_plain|-::x_minus_y__rev_in1_rev_out0::plain|-::x_minus_y__rev_in1_rev_out0::prefix_if_negative|-::x_minus_y__rev_in1_rev_out1::abs_plain|-::x_minus_y__rev_in1_rev_out1::plain|-::x_minus_y__rev_in1_rev_out1::prefix_if_negative|-::x_mod_y__rev_in1_rev_out0::abs_plain|-::x_mod_y__rev_in1_rev_out0::plain|-::x_mod_y__rev_in1_rev_out0::prefix_if_negative|-::x_mod_y__rev_in1_rev_out1::abs_plain|-::x_mod_y__rev_in1_rev_out1::plain|-::x_mod_y__rev_in1_rev_out1::prefix_if_negative|-::y_minus_x__rev_in1_rev_out0::abs_plain|-::y_minus_x__rev_in1_rev_out1::abs_plain,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
99cc2e07,manual_audit_priority,/,2,22/15,/92,/92,8,/::abs_diff_2d_op_suffix__rev_in1_rev_out1::string_template|/::abs_diff__rev_in1_rev_out1::prefix_abs_zpad2|/::abs_diff__rev_in1_rev_out1::prefix_always_abs|/::x_minus_y__rev_in1_rev_out1::prefix_abs_zpad2|/::x_minus_y__rev_in1_rev_out1::prefix_always_abs|/::x_minus_y__rev_in1_rev_out1::prefix_if_negative|/::y_minus_x__rev_in1_rev_out1::prefix_abs_zpad2|/::y_minus_x__rev_in1_rev_out1::prefix_always_abs,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
806eba07,manual_audit_priority,:,1,93:48,321,321,3,:::x_plus_y__rev_in1_rev_out1::abs_plain|:::x_plus_y__rev_in1_rev_out1::plain|:::x_plus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
320d8d2b,manual_audit_priority,>,1,65>75,3913,3913,3,>::x_mul_y_plus1__rev_in1_rev_out1::abs_plain|>::x_mul_y_plus1__rev_in1_rev_out1::plain|>::x_mul_y_plus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
42553fde,manual_audit_priority,?,2,04?73,77,77,3,?::x_plus_y__rev_in1_rev_out1::abs_plain|?::x_plus_y__rev_in1_rev_out1::plain|?::x_plus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
4c19c1cb,manual_audit_priority,?,2,35?09,0774,0774,3,?::x_mul_y__rev_in1_rev_out1::abs_plain|?::x_mul_y__rev_in1_rev_out1::plain|?::x_mul_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
6e6f8d9c,manual_audit_priority,?,1,49?66,951,951,3,?::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|?::x_plus_y_minus1__rev_in1_rev_out1::plain|?::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
81c7ba7a,manual_audit_priority,?,1,90?76,?14,?14,1,?::comp99_abs_diff_2d__rev_in1_rev_out1::prefix_abs_zpad2,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
286135d3,manual_audit_priority,@,2,11@94,835,835,3,@::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|@::x_mul_y_minus1__rev_in1_rev_out1::plain|@::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
518d8529,manual_audit_priority,@,2,91@67,@75,@75,1,@::x_minus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
bf4bd858,manual_audit_priority,@,2,98@31,101,101,3,@::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|@::x_plus_y_minus1__rev_in1_rev_out1::plain|@::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
49bc1b7b,manual_audit_priority,[,1,88[79,681,681,3,[::x_plus_y_plus1__rev_in1_rev_out1::abs_plain|[::x_plus_y_plus1__rev_in1_rev_out1::plain|[::x_plus_y_plus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
93f3ae6b,manual_audit_priority,[,1,74[06,701,701,3,[::x_plus_y__rev_in1_rev_out1::abs_plain|[::x_plus_y__rev_in1_rev_out1::plain|[::x_plus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
b3f9a15c,manual_audit_priority,[,1,85[56,1773,1773,3,[::x_mul_y_plus1__rev_in1_rev_out1::abs_plain|[::x_mul_y_plus1__rev_in1_rev_out1::plain|[::x_mul_y_plus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
6402d0ee,manual_audit_priority,\,2,92\86,\93,\93,1,\::x_minus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
23800316,manual_audit_priority,],2,44]35,79,79,3,]::x_plus_y__rev_in1_rev_out1::abs_plain|]::x_plus_y__rev_in1_rev_out1::plain|]::x_plus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
1019ee55,manual_audit_priority,],1,54]85,1162,1162,3,]::x_mul_y_plus1__rev_in1_rev_out1::abs_plain|]::x_mul_y_plus1__rev_in1_rev_out1::plain|]::x_mul_y_plus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
a1bae076,manual_audit_priority,],1,05]02,0001,0001,3,]::x_mul_y__rev_in1_rev_out1::abs_plain|]::x_mul_y__rev_in1_rev_out1::plain|]::x_mul_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
cf517124,manual_audit_priority,^,2,03^21,24,24,3,^::x_plus_y__rev_in1_rev_out1::abs_plain|^::x_plus_y__rev_in1_rev_out1::plain|^::x_plus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
773ca8a9,manual_audit_priority,^,1,41^42,83,83,3,^::x_plus_y__rev_in1_rev_out1::abs_plain|^::x_plus_y__rev_in1_rev_out1::plain|^::x_plus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
8e359dc8,manual_audit_priority,^,1,37^75,031,031,3,^::x_plus_y__rev_in1_rev_out1::abs_plain|^::x_plus_y__rev_in1_rev_out1::plain|^::x_plus_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
3687b4bb,manual_audit_priority,`,3,53`95,4602,4602,3,`::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|`::x_mul_y_minus1__rev_in1_rev_out1::plain|`::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
61bbcdc3,manual_audit_priority,`,2,75`34,99,99,3,`::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|`::x_plus_y_minus1__rev_in1_rev_out1::plain|`::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
a9c57983,manual_audit_priority,{,2,22{97,001,001,3,{::x_plus_y_minus1__rev_in1_rev_out1::abs_plain|{::x_plus_y_minus1__rev_in1_rev_out1::plain|{::x_plus_y_minus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
921da788,manual_audit_priority,|,3,53|78,5403,5403,3,|::x_mul_y__rev_in1_rev_out1::abs_plain||::x_mul_y__rev_in1_rev_out1::plain||::x_mul_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
e3b3573a,manual_audit_priority,|,1,76|48,7265,7265,3,|::x_mul_y_minus1__rev_in1_rev_out1::abs_plain||::x_mul_y_minus1__rev_in1_rev_out1::plain||::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
37f04e3e,manual_audit_priority,},2,85}05,0092,0092,3,}::x_mul_y__rev_in1_rev_out1::abs_plain|}::x_mul_y__rev_in1_rev_out1::plain|}::x_mul_y__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
fe393711,manual_audit_priority,},1,46}03,1291,1291,3,}::x_mul_y_plus1__rev_in1_rev_out1::abs_plain|}::x_mul_y_plus1__rev_in1_rev_out1::plain|}::x_mul_y_plus1__rev_in1_rev_out1::prefix_if_negative,prompt-local reverse-mode exact consensus; kept answer-only to avoid trace overclaim
