id,selection_tier,query_operator,same_operator_example_count,answer,query_raw,safe_prediction,safe_prediction_count,safe_spec_count,safe_support_max,safe_specs,all_predictions
7a962e17,manual_audit_priority,/,2,361,77/68,361,1,3,3,/::x_plus_y__rev_in1_rev_out1::abs_plain|/::x_plus_y__rev_in1_rev_out1::plain|/::x_plus_y__rev_in1_rev_out1::prefix_if_negative,361
9e5d97de,manual_audit_priority,-,2,79,48-31,79,1,3,3,-::x_plus_y__rev_in1_rev_out1::abs_plain|-::x_plus_y__rev_in1_rev_out1::plain|-::x_plus_y__rev_in1_rev_out1::prefix_if_negative,79
d78ce112,manual_audit_priority,\,2,7042,38\92,7042,1,3,3,\::x_mul_y__rev_in1_rev_out1::abs_plain|\::x_mul_y__rev_in1_rev_out1::plain|\::x_mul_y__rev_in1_rev_out1::prefix_if_negative,7042
11f62c83,manual_audit_priority,$,1,951,98$07,951,1,3,3,$::x_plus_y__rev_in1_rev_out1::abs_plain|$::x_plus_y__rev_in1_rev_out1::plain|$::x_plus_y__rev_in1_rev_out1::prefix_if_negative,951
17c98340,manual_audit_priority,},1,731,78}05,731,1,3,3,}::x_plus_y__rev_in1_rev_out1::abs_plain|}::x_plus_y__rev_in1_rev_out1::plain|}::x_plus_y__rev_in1_rev_out1::prefix_if_negative,137|731
1d92ba5d,manual_audit_priority,&,1,511,59&02,511,1,3,3,&::x_plus_y__rev_in1_rev_out1::abs_plain|&::x_plus_y__rev_in1_rev_out1::plain|&::x_plus_y__rev_in1_rev_out1::prefix_if_negative,511
3c8a4e7c,manual_audit_priority,\,1,615,21\34,615,1,3,3,\::x_mul_y__rev_in1_rev_out1::abs_plain|\::x_mul_y__rev_in1_rev_out1::plain|\::x_mul_y__rev_in1_rev_out1::prefix_if_negative,615
5d834875,manual_audit_priority,-,1,25,91-33,25,1,3,3,-::x_plus_y__rev_in1_rev_out1::abs_plain|-::x_plus_y__rev_in1_rev_out1::plain|-::x_plus_y__rev_in1_rev_out1::prefix_if_negative,25
5f5a73ff,manual_audit_priority,"""",1,0897,"59""48",0897,1,3,3,"""::x_mul_y__rev_in1_rev_out1::abs_plain|""::x_mul_y__rev_in1_rev_out1::plain|""::x_mul_y__rev_in1_rev_out1::prefix_if_negative",0897
902da958,manual_audit_priority,/,1,761,38/48,761,1,3,3,/::x_plus_y__rev_in1_rev_out1::abs_plain|/::x_plus_y__rev_in1_rev_out1::plain|/::x_plus_y__rev_in1_rev_out1::prefix_if_negative,761
912c6ea5,manual_audit_priority,},1,071,47}69,071,1,3,3,}::x_plus_y__rev_in1_rev_out1::abs_plain|}::x_plus_y__rev_in1_rev_out1::plain|}::x_plus_y__rev_in1_rev_out1::prefix_if_negative,071
b3ae7f39,manual_audit_priority,},1,801,08}82,801,1,3,3,}::x_plus_y__rev_in1_rev_out1::abs_plain|}::x_plus_y__rev_in1_rev_out1::plain|}::x_plus_y__rev_in1_rev_out1::prefix_if_negative,801
bc7f14d1,manual_audit_priority,&,1,151,79&45,151,1,3,3,&::x_plus_y__rev_in1_rev_out1::abs_plain|&::x_plus_y__rev_in1_rev_out1::plain|&::x_plus_y__rev_in1_rev_out1::prefix_if_negative,151
cc800930,manual_audit_priority,/,1,131,59/63,131,1,3,3,/::x_plus_y__rev_in1_rev_out1::abs_plain|/::x_plus_y__rev_in1_rev_out1::plain|/::x_plus_y__rev_in1_rev_out1::prefix_if_negative,131
d8a47cb7,manual_audit_priority,&,1,49,92&56,49,1,3,3,&::x_plus_y__rev_in1_rev_out1::abs_plain|&::x_plus_y__rev_in1_rev_out1::plain|&::x_plus_y__rev_in1_rev_out1::prefix_if_negative,49
ddb9aafd,manual_audit_priority,"""",1,5544,"55""18",5544,1,3,3,"""::x_mul_y__rev_in1_rev_out1::abs_plain|""::x_mul_y__rev_in1_rev_out1::plain|""::x_mul_y__rev_in1_rev_out1::prefix_if_negative",5544
f299569f,manual_audit_priority,\,1,7992,18\73,7992,1,3,3,\::x_mul_y__rev_in1_rev_out1::abs_plain|\::x_mul_y__rev_in1_rev_out1::plain|\::x_mul_y__rev_in1_rev_out1::prefix_if_negative,7992
f96e1e6e,manual_audit_priority,-,1,041,85-28,041,1,3,3,-::x_plus_y__rev_in1_rev_out1::abs_plain|-::x_plus_y__rev_in1_rev_out1::plain|-::x_plus_y__rev_in1_rev_out1::prefix_if_negative,041|140
fecad63c,manual_audit_priority,$,1,09,56$52,09,1,3,3,$::x_plus_y__rev_in1_rev_out1::abs_plain|$::x_plus_y__rev_in1_rev_out1::plain|$::x_plus_y__rev_in1_rev_out1::prefix_if_negative,09
44398869,manual_audit_priority,^,4,5913,54^17,5913,1,3,2,^::x_mul_y__rev_in1_rev_out1::abs_plain|^::x_mul_y__rev_in1_rev_out1::plain|^::x_mul_y__rev_in1_rev_out1::prefix_if_negative,5913
5aeb4ba5,manual_audit_priority,>,4,3985,17>38,3985,1,3,2,>::x_mul_y__rev_in1_rev_out1::abs_plain|>::x_mul_y__rev_in1_rev_out1::plain|>::x_mul_y__rev_in1_rev_out1::prefix_if_negative,3985
114a8d85,manual_audit_priority,>,3,221,48>83,221,1,3,2,>::x_plus_y__rev_in1_rev_out1::abs_plain|>::x_plus_y__rev_in1_rev_out1::plain|>::x_plus_y__rev_in1_rev_out1::prefix_if_negative,221
1861c08f,manual_audit_priority,:,3,3001,71:95,3001,1,3,2,:::x_mul_y__rev_in1_rev_out1::abs_plain|:::x_mul_y__rev_in1_rev_out1::plain|:::x_mul_y__rev_in1_rev_out1::prefix_if_negative,3001
1cb4d524,manual_audit_priority,!,3,6314,74!88,6314,1,3,2,!::x_mul_y__rev_in1_rev_out1::abs_plain|!::x_mul_y__rev_in1_rev_out1::plain|!::x_mul_y__rev_in1_rev_out1::prefix_if_negative,6314
22288152,manual_audit_priority,{,3,081,98{19,081,1,3,2,{::x_plus_y__rev_in1_rev_out1::abs_plain|{::x_plus_y__rev_in1_rev_out1::plain|{::x_plus_y__rev_in1_rev_out1::prefix_if_negative,081
2fb20366,manual_audit_priority,),3,147,91)93,147,1,3,2,)::x_mul_y__rev_in1_rev_out1::abs_plain|)::x_mul_y__rev_in1_rev_out1::plain|)::x_mul_y__rev_in1_rev_out1::prefix_if_negative,147
764b4288,manual_audit_priority,^,3,72,49^76,72,1,5,2,^::abs_diff__rev_in1_rev_out1::abs_plain|^::abs_diff__rev_in1_rev_out1::plain|^::abs_diff__rev_in1_rev_out1::prefix_if_negative|^::x_minus_y__rev_in1_rev_out1::abs_plain|^::y_minus_x__rev_in1_rev_out1::abs_plain,72
79acd75c,manual_audit_priority,),3,8613,99)23,8613,1,3,2,)::x_mul_y__rev_in1_rev_out1::abs_plain|)::x_mul_y__rev_in1_rev_out1::plain|)::x_mul_y__rev_in1_rev_out1::prefix_if_negative,8613
7ecdae14,manual_audit_priority,!,3,4361,17!32,4361,1,3,2,!::x_mul_y_plus1__rev_in1_rev_out1::abs_plain|!::x_mul_y_plus1__rev_in1_rev_out1::plain|!::x_mul_y_plus1__rev_in1_rev_out1::prefix_if_negative,4361
84030b0b,manual_audit_priority,),3,24,36)12,24,1,1,2,)::x_minus_y__rev_in1_rev_out1::prefix_if_negative,24
9d7af57b,manual_audit_priority,`,3,89,33`56,89,1,3,2,`::x_plus_y__rev_in1_rev_out1::abs_plain|`::x_plus_y__rev_in1_rev_out1::plain|`::x_plus_y__rev_in1_rev_out1::prefix_if_negative,89
f66f0fe0,manual_audit_priority,{,3,7793,14{79,7793,1,3,2,{::x_mul_y__rev_in1_rev_out1::abs_plain|{::x_mul_y__rev_in1_rev_out1::plain|{::x_mul_y__rev_in1_rev_out1::prefix_if_negative,7793
207ab66f,manual_audit_priority,{,2,2815,17{37,2815,1,3,2,{::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|{::x_mul_y_minus1__rev_in1_rev_out1::plain|{::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,2815
25eb7b03,manual_audit_priority,#,2,23,54#31,23,1,1,2,#::x_minus_y__rev_in1_rev_out1::prefix_if_negative,#23|#31|#6|#60|23
35672155,manual_audit_priority,:,2,4284,76:27,4284,1,3,2,:::x_mul_y__rev_in1_rev_out1::abs_plain|:::x_mul_y__rev_in1_rev_out1::plain|:::x_mul_y__rev_in1_rev_out1::prefix_if_negative,4284
4b70414e,manual_audit_priority,#,2,1913,48#83,1913,1,3,2,#::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|#::x_mul_y_minus1__rev_in1_rev_out1::plain|#::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,1913
4f8da43f,manual_audit_priority,>,2,46,82>63,46,1,3,2,>::x_plus_y__rev_in1_rev_out1::abs_plain|>::x_plus_y__rev_in1_rev_out1::plain|>::x_plus_y__rev_in1_rev_out1::prefix_if_negative,46
5e67b1a1,manual_audit_priority,{,2,63,32{31,63,1,3,2,{::x_plus_y__rev_in1_rev_out1::abs_plain|{::x_plus_y__rev_in1_rev_out1::plain|{::x_plus_y__rev_in1_rev_out1::prefix_if_negative,63
6bd59a1f,manual_audit_priority,$,2,7241,82$15,7241,1,3,2,$::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|$::x_mul_y_minus1__rev_in1_rev_out1::plain|$::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,7241
6cd73bdd,manual_audit_priority,{,2,6895,37{28,6895,1,3,2,{::x_mul_y__rev_in1_rev_out1::abs_plain|{::x_mul_y__rev_in1_rev_out1::plain|{::x_mul_y__rev_in1_rev_out1::prefix_if_negative,6895
75eaf687,manual_audit_priority,',2,96,79'82,96,1,1,2,'::x_minus_y__rev_in1_rev_out1::prefix_if_negative,31|96
836d6c4a,manual_audit_priority,>,2,5643,99>53,5643,1,3,2,>::x_mul_y__rev_in1_rev_out1::abs_plain|>::x_mul_y__rev_in1_rev_out1::plain|>::x_mul_y__rev_in1_rev_out1::prefix_if_negative,5643
9f2fae58,manual_audit_priority,$,2,7272,88$13,7272,1,3,2,$::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|$::x_mul_y_minus1__rev_in1_rev_out1::plain|$::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,7272
a23e7ecb,manual_audit_priority,`,2,847,71`44,847,1,3,2,`::x_mul_y__rev_in1_rev_out1::abs_plain|`::x_mul_y__rev_in1_rev_out1::plain|`::x_mul_y__rev_in1_rev_out1::prefix_if_negative,847
bd4c584a,manual_audit_priority,$,2,0491,02$79,0491,1,3,2,$::x_mul_y__rev_in1_rev_out1::abs_plain|$::x_mul_y__rev_in1_rev_out1::plain|$::x_mul_y__rev_in1_rev_out1::prefix_if_negative,0491
ead8fe28,manual_audit_priority,`,2,141,74`49,141,1,3,2,`::x_plus_y__rev_in1_rev_out1::abs_plain|`::x_plus_y__rev_in1_rev_out1::plain|`::x_plus_y__rev_in1_rev_out1::prefix_if_negative,141
01cd504a,manual_audit_priority,/,1,6644,85/77,6644,1,3,2,/::x_mul_y__rev_in1_rev_out1::abs_plain|/::x_mul_y__rev_in1_rev_out1::plain|/::x_mul_y__rev_in1_rev_out1::prefix_if_negative,6644
14905278,manual_audit_priority,<,1,5935,38<56,5935,1,3,2,<::x_mul_y__rev_in1_rev_out1::abs_plain|<::x_mul_y__rev_in1_rev_out1::plain|<::x_mul_y__rev_in1_rev_out1::prefix_if_negative,5935
21519be7,manual_audit_priority,@,1,35,82@52,35,1,3,2,@::x_plus_y__rev_in1_rev_out1::abs_plain|@::x_plus_y__rev_in1_rev_out1::plain|@::x_plus_y__rev_in1_rev_out1::prefix_if_negative,35|431
379d18b7,manual_audit_priority,!,1,2101,22!64,2101,1,3,2,!::x_mul_y__rev_in1_rev_out1::abs_plain|!::x_mul_y__rev_in1_rev_out1::plain|!::x_mul_y__rev_in1_rev_out1::prefix_if_negative,2101
3b7e71b2,manual_audit_priority,!,1,3285,17!28,3285,1,3,2,!::x_mul_y_plus1__rev_in1_rev_out1::abs_plain|!::x_mul_y_plus1__rev_in1_rev_out1::plain|!::x_mul_y_plus1__rev_in1_rev_out1::prefix_if_negative,3285
47dc6570,manual_audit_priority,#,1,22,48#26,22,1,1,2,#::x_minus_y__rev_in1_rev_out1::prefix_if_negative,#22|#48|22
4f660f4b,manual_audit_priority,[,1,6554,76[86,6554,1,3,2,[::x_mul_y__rev_in1_rev_out1::abs_plain|[::x_mul_y__rev_in1_rev_out1::plain|[::x_mul_y__rev_in1_rev_out1::prefix_if_negative,6554
50630ad8,manual_audit_priority,$,1,$85,51$37,$85,1,1,2,$::x_minus_y__rev_in1_rev_out1::prefix_if_negative,$85|85|85-
61766c6f,manual_audit_priority,[,1,2572,46[34,2572,1,3,2,[::x_mul_y__rev_in1_rev_out1::abs_plain|[::x_mul_y__rev_in1_rev_out1::plain|[::x_mul_y__rev_in1_rev_out1::prefix_if_negative,2572
705bb686,manual_audit_priority,^,1,5,54^04,5,1,5,2,^::abs_diff__rev_in1_rev_out1::abs_plain|^::abs_diff__rev_in1_rev_out1::plain|^::abs_diff__rev_in1_rev_out1::prefix_if_negative|^::x_minus_y__rev_in1_rev_out1::abs_plain|^::y_minus_x__rev_in1_rev_out1::abs_plain,5
75645166,manual_audit_priority,<,1,7952,35<94,7952,1,3,2,<::x_mul_y__rev_in1_rev_out1::abs_plain|<::x_mul_y__rev_in1_rev_out1::plain|<::x_mul_y__rev_in1_rev_out1::prefix_if_negative,7952
791056ce,manual_audit_priority,{,1,4922,58{72,4922,1,3,2,{::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|{::x_mul_y_minus1__rev_in1_rev_out1::plain|{::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,4922
93d1c7eb,manual_audit_priority,`,1,0154,28`55,0154,1,3,2,`::x_mul_y__rev_in1_rev_out1::abs_plain|`::x_mul_y__rev_in1_rev_out1::plain|`::x_mul_y__rev_in1_rev_out1::prefix_if_negative,0154
9b1ea308,manual_audit_priority,|,1,261,99|36,261,1,3,2,|::x_plus_y__rev_in1_rev_out1::abs_plain||::x_plus_y__rev_in1_rev_out1::plain||::x_plus_y__rev_in1_rev_out1::prefix_if_negative,261
a2252b88,manual_audit_priority,^,1,2442,66^73,2442,1,3,2,^::x_mul_y__rev_in1_rev_out1::abs_plain|^::x_mul_y__rev_in1_rev_out1::plain|^::x_mul_y__rev_in1_rev_out1::prefix_if_negative,2442
b5e1e604,manual_audit_priority,|,1,211,28|03,211,1,3,2,|::x_plus_y__rev_in1_rev_out1::abs_plain||::x_plus_y__rev_in1_rev_out1::plain||::x_plus_y__rev_in1_rev_out1::prefix_if_negative,211
b980017a,manual_audit_priority,/,1,7946,37/98,7946,1,3,2,/::x_mul_y__rev_in1_rev_out1::abs_plain|/::x_mul_y__rev_in1_rev_out1::plain|/::x_mul_y__rev_in1_rev_out1::prefix_if_negative,7946
ca8929f5,manual_audit_priority,@,1,49,94@54,49,1,3,2,@::x_plus_y__rev_in1_rev_out1::abs_plain|@::x_plus_y__rev_in1_rev_out1::plain|@::x_plus_y__rev_in1_rev_out1::prefix_if_negative,49
cee07c09,manual_audit_priority,$,1,4281,84$83,4281,1,3,2,$::x_mul_y__rev_in1_rev_out1::abs_plain|$::x_mul_y__rev_in1_rev_out1::plain|$::x_mul_y__rev_in1_rev_out1::prefix_if_negative,4281
d21c7677,manual_audit_priority,#,1,8544,94#19,8544,1,3,2,#::x_mul_y_minus1__rev_in1_rev_out1::abs_plain|#::x_mul_y_minus1__rev_in1_rev_out1::plain|#::x_mul_y_minus1__rev_in1_rev_out1::prefix_if_negative,8544
552e14d7,verified_trace_ready,+,4,1756,56+17,1756,1,1,20,+::concat_xy__rev_in1_rev_out1::string_template,1756
41e6cbfc,verified_trace_ready,+,3,9318,18+93,9318,1,1,20,+::concat_xy__rev_in1_rev_out1::string_template,9318
4d8f8111,verified_trace_ready,+,2,7601,01+76,7601,1,1,20,+::concat_xy__rev_in1_rev_out1::string_template,7601
8dea05d7,verified_trace_ready,+,2,3907,07+39,3907,1,1,20,+::concat_xy__rev_in1_rev_out1::string_template,3907
9760032a,verified_trace_ready,+,2,9372,72+93,9372,1,1,20,+::concat_xy__rev_in1_rev_out1::string_template,9372
99e2cf41,verified_trace_ready,+,2,4415,15+44,4415,1,1,20,+::concat_xy__rev_in1_rev_out1::string_template,4415
b989c740,verified_trace_ready,+,2,8618,18+86,8618,1,1,20,+::concat_xy__rev_in1_rev_out1::string_template,8618
d3b20e29,verified_trace_ready,+,2,3922,22+39,3922,1,1,20,+::concat_xy__rev_in1_rev_out1::string_template,3922
f3e08a24,verified_trace_ready,+,2,0548,48+05,0548,1,1,20,+::concat_xy__rev_in1_rev_out1::string_template,0548
52c62a3e,verified_trace_ready,*,3,1292,92*12,1292,1,1,13,*::concat_xy__rev_in1_rev_out1::string_template,1292
7c72ad99,verified_trace_ready,*,3,2733,33*27,2733,1,1,13,*::concat_xy__rev_in1_rev_out1::string_template,2733
8321a400,verified_trace_ready,*,3,6915,15*69,6915,1,1,13,*::concat_xy__rev_in1_rev_out1::string_template,6915
427ba852,verified_trace_ready,*,2,2214,14*22,2214,1,1,13,*::concat_xy__rev_in1_rev_out1::string_template,2214
9610985a,verified_trace_ready,-,2,-22,64-42,-22,1,1,13,-::abs_diff_2d_op_suffix__rev_in1_rev_out1::string_template,-22
9dd8adaa,verified_trace_ready,*,2,4308,08*43,4308,1,1,13,*::concat_xy__rev_in1_rev_out1::string_template,4308
b655eee9,verified_trace_ready,-,2,-92,76-83,-92,1,1,13,-::abs_diff_2d_op_suffix__rev_in1_rev_out1::string_template,-92
c4f66ede,verified_trace_ready,*,2,6125,25*61,6125,1,1,13,*::concat_xy__rev_in1_rev_out1::string_template,6125
dbd0e3c9,verified_trace_ready,*,2,5631,56*31,5631,1,1,4,*::concat_yx__rev_in1_rev_out1::string_template,5631
dfec0ed4,verified_trace_ready,*,2,9370,93*70,9370,1,1,4,*::concat_yx__rev_in1_rev_out1::string_template,9370
1c48f9aa,verified_trace_ready,{,2,8610,86{10,8610,1,1,3,{::concat_yx__rev_in1_rev_out1::string_template,8610
3580648f,verified_trace_ready,-,2,2640,26-40,2640,1,1,3,-::concat_yx__rev_in1_rev_out1::string_template,2640
3efc46c1,verified_trace_ready,[,2,3964,39[64,3964,1,1,3,[::concat_yx__rev_in1_rev_out1::string_template,3964
54c9bde5,verified_trace_ready,-,2,3064,30-64,3064,1,1,3,-::concat_yx__rev_in1_rev_out1::string_template,3064
680f19b3,verified_trace_ready,?,2,9756,97?56,9756,1,1,3,?::concat_yx__rev_in1_rev_out1::string_template,9756
76e6f646,verified_trace_ready,{,2,6557,65{57,6557,1,1,3,{::concat_yx__rev_in1_rev_out1::string_template,6557
91488dc9,verified_trace_ready,?,2,3431,34?31,3431,1,1,3,?::concat_yx__rev_in1_rev_out1::string_template,3431
a8e033fe,verified_trace_ready,?,2,6854,68?54,6854,1,1,3,?::concat_yx__rev_in1_rev_out1::string_template,6854
f94810f5,verified_trace_ready,{,2,1592,15{92,1592,1,1,3,{::concat_yx__rev_in1_rev_out1::string_template,1592
27cec7a9,verified_trace_ready,:,2,3341,33:41,3341,1,1,2,:::concat_yx__rev_in1_rev_out1::string_template,3341
4895b955,verified_trace_ready,(,2,4796,47(96,4796,1,1,2,(::concat_yx__rev_in1_rev_out1::string_template,4796
f7d90ae3,verified_trace_ready,/,2,9819,98/19,9819,1,1,2,/::concat_yx__rev_in1_rev_out1::string_template,9819
